"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0720916E";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0720916E";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0720916E";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";3
"0720916E";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";4
"0720916E";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";3
"0720916E";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";7
"0720916E";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";5
"0720916E";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";5
"0720916E";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";7
"0720916E";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";4
"0720916E";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";2
"0720916E";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";2
"0720916E";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";5
"0720916E";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";3
"0720916E";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0720916E";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";2
"0720916E";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";1
"0720916E";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";5
"0720916E";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";6
"0720916E";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";10
"0720916E";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";6
"0720916E";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";8
"0720916E";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";1
"0720916E";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";15
"0720916E";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0720916E";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0720916E";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";1
"0720916E";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0720916E";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";3
"0720916E";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0720916E";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0730858L";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";10
"0730858L";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";6
"0730858L";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";1
"0730858L";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0730858L";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";11
"0730858L";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";33
"0730858L";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";1
"0730858L";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";5
"0730858L";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";8
"0730858L";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";2
"0730858L";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";9
"0730858L";"Université";"MCF";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";13
"0730858L";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";5
"0730858L";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";5
"0730858L";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0730858L";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";6
"0730858L";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";7
"0730858L";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";4
"0730858L";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";25
"0730858L";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";9
"0730858L";"Université";"MCF";29;"29-Constituants élémentaires";"Physique";"Sciences";7
"0730858L";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";6
"0730858L";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";5
"0730858L";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";7
"0730858L";"Université";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";4
"0730858L";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";6
"0730858L";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";19
"0730858L";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";16
"0730858L";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0730858L";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";16
"0730858L";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0730858L";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";7
"0730858L";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0730858L";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";7
"0730858L";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";4
"0730858L";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";4
"0730858L";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0730858L";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";7
"0730858L";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";2
"0730858L";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";1
"0730858L";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";3
"0730858L";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";5
"0730858L";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";3
"0730858L";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";4
"0730858L";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0730858L";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";5
"0730858L";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";4
"0730858L";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";5
"0730858L";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";5
"0730858L";"Université";"PR";29;"29-Constituants élémentaires";"Physique";"Sciences";7
"0730858L";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0730858L";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";3
"0730858L";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";5
"0730858L";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";2
"0730858L";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";3
"0730858L";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";9
"0730858L";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";10
"0730858L";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
